text,label
"It's not just governments and international organizations that have lined up to express dismay at Trump's move. Experts, entrepreneurs and others have also been quick to condemn the announcement.",1
"It's perverse that any other governor would follow Abbott's lead, for he presides over a health care disaster.",1
"Ivanka Trump, President Trump’s daughter and a White House senior adviser, lauded her father’s economy and said the majority of Americans ideologically believe differently than Rep. Alexandria Ocasio-Cortez, D-N.Y., in an interview with Fox News host Steve Hilton.",0
"J&J said in January that it had started work on developing a vaccine for the coronavirus, which has killed more than 1000 people in China.",0
J.K. Rowling is responding to the backlash she’s receiving from many on social media and beyond following a number of tweets she recently sent referencing the transgender community.,0
Jamaica has suspended the use of a badge representing one of the highest British royal honors after anti-racism protesters decried its imagery of a white angel standing on the head of Satan depicted as a chained man with dark skin.,0
James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ,0
"James, an outspoken activist and frequent critic of President Donald Trump, helped form a group that will spend millions of dollars to battle voter disenfranchisement in predominantly Black communities ahead of the Nov. 3 election between the Republican Trump and Democrat Joe Biden.",0
"Janet Yellen, the first woman to lead the Fed, said she ramped up efforts once she was appointed chair in 2014.",0
"Japan is facing a major challenge, with the public skeptical the Olympics can take place — or should take place. Japan has already invested billions, and the delay is likely to cost billions more.",0
"Japanese public broadcaster NHK issued an apology on Tuesday after deleting an animated video from its Twitter account that was meant to explain the anti-police protests rocking America, but instead caused outrage over its callous depiction of black people.",0
Jay-Z and the NFL began teaming up as part of a social justice initiative announced last summer in the wake of the controversy over players kneeling during the national anthem to protest racial injustice.,0
Jennifer Grey and Clarke Gregg split after 19 years of marriage but will 'remain close',0
"Jerry Falwell Jr., the shamelessly greedy president of Liberty University, has spent weeks downplaying the coronavirus threat, accusing the media of wildly exaggerating it to ""destroy the American economy"" and of course to damage Donald Trump.",1
"Job and revenue losses prompted by the coronavirus will likely accelerate the depletion of Social Security and Medicare reserves, U.S. officials said on Wednesday as they released reports showing little change in the federal benefit programs’ pre-pandemic finances.",0
Joe Biden appeared to suffer trouble with his teleprompter on Friday and said George Floyd was to blame for his delayed jobs plan.,0
"Joe Biden can count among his many celebrity activists, Cardi B, who has told New York police “fuck you,” said Minnesota rioters had “no choice but to loot and steal after George Floyd’s death, and has revealed herself as a gun control advocate.",1
Joe Biden is a much better human being than Donald Trump. That fact is indisputable.,1
"Joe Biden is refusing to rule out scrapping the Senate filibuster, arguing it remains to be seen how “obstreperous” Republicans will be after President Donald Trump leaves office.",1
Joe Biden said Monday he would overturn on his first day in office President Donald Trump’s travel ban that initially targeted Muslim-majority countries.,0
Joe Biden told Wall Street donors to his campaign that he planned to reverse most of President Donald Trump’s tax cuts.,0
Joe Biden visited a Black Lives Matter protest site in Delaware as Trump rages on Twitter against demonstrators,0
"Joe Biden, who has been content to sit in the basement thus far, now has to play some offense, and he has two big chances to do it.",1
"Joe Biden’s (D) selection of Sen. Kamala Harris (D-CA) as his running mate is emblematic of the progressive shift steadily embraced by the former vice president, as Harris’s record displays her radical, far-left ideology, despite the more moderate demeanor she attempted to display during her failed presidential bid.",1
Joe Biden’s ‘Unity’ Platform with Bernie Sanders Gives Free Health Care to DACA Illegal Aliens,1
Joe Biden's Fourth of July message focused on America's long history of racial injustice -- from slavery to George Floyd's death -- as he called for Americans to strive to achieve the country's founding ideal of equality.,0
"John Coughlin’s burgeoning career was recently shrouded in controversy after the U.S. Center for SafeSport placed a temporary restriction on his eligibility to be involved figure skating on Dec. 17, USA Today first reported. ",0
"John Lewis, a pioneer of the civil rights movement and long-time member of the U.S. House of Representatives, died on Friday, a passing that prompted tributes from leaders across the political spectrum.",0
"John Oliver admits he's scared of ""literally everything,"" but perhaps nothing more than parents-turned-activists seemingly hellbent on unleasing a new plague.",0
"John William King, 44, a white supremacist who orchestrated the attack, is the second man to be executed in one of the most gruesome hate crimes in modern U.S. history.",1
"Johnathan Monroe, a spokesman for the Centers for Medicare and Medicaid Services, which is part of HHS, in a statement said it “will continue to defend our efforts to give states greater flexibility to help low income Americans rise out of poverty.”",0
"Jones, founder of the Infowars radio show and webcast, has claimed the mainstream media and gun-control proponents conspired to fabricate the tragedy in which 20 school children and six school staff were shot dead at Sandy Hook Elementary School in Newtown, Connecticut, on Dec. 14, 2012.",0
"Jose Acosta, 33-year-old Honduran immigrant, snuck into the U.S. eight months ago in Eagle Pass, Texas, but was apprehended weeks later in Houston on his way to a job in North Carolina.",1
"Juneteenth coincides this year with global protests against racial injustice sparked by the May 25 death of Floyd, a black man, in Minneapolis police custody.",0
Juneteenth represents the day that black slaves in Texas learned that they were free.,0
"Juneteenth, a portmanteau of June and 19th, also is known as Emancipation Day.",0
"Juneteenth, an annual U.S. holiday on June 19, has taken on greater significance this year following nationwide protests over police brutality and the deaths of George Floyd, Breonna Taylor, Rayshard Brooks and other African Americans.",0
"Jurek, a Sanders staffer in Iowa, was caught arguing that gulags were beneficial for the Soviet Union and suggesting they could be used to re-educate both Trump voters and billionaires.",1
"Just a few weeks later, our divided leaders were taken by surprise by the pandemic, and bickered on cable news, asking why nothing was done sooner.",1
"Just because our attention is on the coronavirus, that doesn't mean the elephant in the room — climate change — is going anywhere.",0
"Just before breakfast on a Sunday morning, Ugandan security forces stormed an LGBT+ shelter outside the capital Kampala, accusing more than 20 gay, bisexual and transgender people of spreading the new coronavirus.",0
"Just days after Missouri Gov. Mike Parson signed a bill that bans abortions at or beyond the eighth week of pregnancy, Planned Parenthood said the state threatened to not renew its license for the state's lone abortion clinic.",0
"Just off the top of my head, CNN is already filled with useless and uninteresting Never Trump deadwood.",1
"Just steps from where Trump spoke, peaceful protesters marched down blocked-off streets around the White House, Black Lives Matter Plaza and the Lincoln Memorial.",0
"Just this week, the far-left Washington Post demanded an immediate and total shutdown of all police movies and TV shows.",1
"Just this week, the Trump administration sustained two high-profile losses in Supreme Court rulings over gay rights and immigration, and Mr. Trump was accused of seeking China's help in his re-election, among other improprieties, in a book by his former adviser, John Bolton.",0
"Justice Sonia Sotomayor, in her dissent, accused the majority of weaponizing the First Amendment — an unconscionable position for a person tasked with “faithfully and impartially” discharging the duty to protect the inherent rights of all Americans. The dissenters have perverted the intent of the Founders. It’s none of Sotomayor’s business how we use free expression. It’s her business to protect it.",1
"Justin Timberlake, a Tennessee native, says Confederate statues 'must be taken down'.",0
"Kailee Scales, managing director for Black Lives Matter Network Action Fund and Black Lives Matter Global Network, Inc., has been universally panned for her performance in an online Q&A where she dodged simple questions about where donations to the movement actually go.",1
Kamala Harris Attacks Efficacy Of Coronavirus Vaccine Because Orange Man Bad,1
Kamala Harris says Trump not credible on possible COVID-19 vaccine,0
"Kansas is poised to finally accept Medicaid expansion under the Affordable Care Act, through an agreement achieved by Democratic Gov. Laura Kelly and Sen. Jim Denning, the Republican leader of the state Senate.",1
"Kate Brown, an out bisexual, made history in November 2016 when she became the first openly LGBTQ person to ever be elected governor of a U.S. state. ",0
"Keeping the country locked down in the name of the pandemic is a way for [Democratic mayors and governors] to hurt Trump, which is the only thing they really care about. Once he’s gone, the rationale for lockdowns, mask mandates, and doom and gloom rhetoric is gone, too.",1
Kemp also alleged in his lawsuit that Bottoms has forbidden police from enforcing Kemp’s earlier orders against gatherings of more than 50 people.,0
"Kendrick, who, like many Planned Parenthood supporters, blames men for pro-life legislation while she ignores mention of the life of unborn babies, also drafted a “testicular bill of rights.",1
"Kenny Overstreet scrounges every penny—and even sells the eggs his chickens lay—to make ends meet after Packaging Corporation of America (PCA) furloughed him and hundreds of other workers at its Jackson, Alabama, site.",0
"Khamenei did not offer any “evidence” that the Wuhan virus is a biological attack on Iran and China, nor have any other Iranian officials making the case.",1
King went on to defend his tweet with a number of confused and contradictory statements.,1
"King’s defense understandably rang hollow, as he has a long history of making comments ranging from insensitive to downright unacceptable.",1
"Klobuchar, who reportedly finished the night with the second-most speaking time, suggested during the debate that the tax cut legislation President Trump signed in 2017 mainly benefited his wealthy friends.",0
"Korenberg resigned after The Ubyssey, UBC’s student newspaper, reported he had liked a series of tweets from U.S. conservative figures disparaging the Black Lives Matter campaign and Antifa, an umbrella term for primarily leftist anti-authoritarians.",0
Kurz invoked the 2015 “Islam Act” to close mosques that were accused of supporting extremism and engaging in subversive political activity.,0
"Labour leader Jeremy Corbyn unveiled his party’s election manifesto on Thursday, setting out radical plans to transform Britain with public sector pay rises, higher taxes on companies and a sweeping nationalisation of infrastructure.",0
"Large majorities of both parties seem to like the Green New Deal, despite efforts by Fox News to paint it as disastrous.",1
"Larry Kudlow, one of President Donald Trump’s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Biden’s plan to raise taxes as the economy emerged from the coronavirus pandemic was “crazy.”",0
"Larry Sanger, the co-founder of Wikipedia, published a blog post this month declaring that the online encyclopedia’s “neutral point of view” policy is “dead” due to the rampant left-wing bias of the site.",0
"Last month a business owner in Clifton, N.J., posted a hand-scrawled sign in his window reading, “Speak English or pay $10 extra.”",0
"Last month, Cuomo signed an executive order that included a statewide ban on chokeholds and an appointment of a special prosecutor to review cases of police killing unarmed individuals.",0
"Last month, the prestigious Scientific American magazine announced that for the first time in its 175-year history, it would endorse Joe Biden, the Democrat nominee, for the 2020 U.S. presidential election.",0
"Last summer, Romney criticized President Trump’s response to violence in Charlottesville, accusing him of moral equivalence between neo-Nazis and those opposing “racism and bigotry” — but without noting that the latter had disrupted a lawful, permitted protest.",0
"Last summer, the Republican White House announced plans to roll back the tougher standards, making it easier for the automotive industry to sell less efficient vehicles that pollute more.",0
"Last Sunday’s Tokyo Marathon, usually one of the largest in the world, went ahead with just 200 elite athletes and a request from organizers for spectators to stay home.",0
"Last Wednesday the Times ran an op-ed from Senator Tom Cotton, R-Ark., suggesting American soldiers should be used to quell protests and violence related to the killing of George Floyd.",0
Last week Trump posited in an interview that Iran had been poised to attack four American embassies before Soleimani was killed in a U.S. drone strike on Jan. 3.,0
"Last week, Ankara broke the 2015 agreement with Brussels in which it would stop the illegal flow of migrants through Turkey in exchange for money and continuing EU accession talks, and opened the gates which resulted in thousands of migrants amassing on the near-east country’s land border with Greece.",1
"Last week, another major advancement for women in professional sports occurred when Alyssa Nakken joined the San Francisco Giants as an assistant coach, becoming the first woman to be a part of a Major League Baseball coaching staff.",0
"Last week, Barstool Sports founder Dave Portnoy released a three-minute video in which he vigorously ranted against the ongoing lockdowns. Portnoy’s basic point was that the goalposts have shifted from “flatten the curve” to “find a cure.”",1
"Last week, black transgender woman Iyanna Dior was beaten by a mob at a gas station in Minneapolis, and video of the attack has gone viral online with millions of viewers.",0
"Last week, Miranda and Hamilton co-creator Jeffrey Seller apologized in two separate hostage-style videos for not endorsing Black Lives Matter years ago.",1
"Last week, the House Judiciary Committee moved forward with plans for an expansive investigation into Trump World abuses, prompting White House Press Secretary Sarah Huckabee Sanders to release a rather intemperate press statement.",1
"Last week, the Woke Taliban, who work at the publishing house handling Rowling’s upcoming children’s book, The Ickabog,  threatened a strike unless the book was blacklisted and canceled.",1
"Last week, two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.",0
"Last year, Netflix threatened to pull production from Georgia following the state’s passage of the so-called “fetal heartbeat” bill on abortion.",1
"Last year, some states tried to ban abortion after just six weeks into a pregnancy ― when many women don’t even know they’re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove devastating.",1
"Last year, the number of people who signed up for 2019 health plans fell 4% to 8.5 million people from 2018, but saw a typical trend of last-minute shopping in the final week.",0
"Last year, XFL Commissioner Oliver Luck noted that the XFL reached out to Kaepernick, but the former NFL player demanded absurdly high $20 million a season salary.",1
Lawmakers are treading a dangerous and unconstitutional path in the service of fear-driven objections to trans existence.,1
Lawmakers in New Jersey are set to vote Monday on a controversial bill that would eliminate religion as a reason not to vaccinate public schoolchildren.,0
Lawmakers specifically said they want to protect women from facing unfair competition from men who claim to be transgender women.,1
Lawmakers who claim to care about women’s emotional health would do better to listen to the hundreds of thousands of women who seek abortion care every year and know it is the right decision.,1
"Lawyers for Bill Cosby on Thursday asked the Supreme Court of Pennsylvania to hear his appeal of his 2018 sexual assault conviction, a month after a lower court rejected their argument that the disgraced comedian did not get a fair trial.",0
Leaders from the United Methodist Church reportedly announced a tentative plan Friday to split the church over differences on same-sex marriage and the inclusion of gay clergy.,0
"Leaders of the 20 biggest economies vowed on Sunday to spare no effort to supply COVID-19 drugs, tests and vaccines affordably and fairly to “all people”, reflecting worries that the pandemic could deepen divisions between the world’s rich and poor.",0
"Leaving his home for the second time in a week, Biden recognized the death of George Floyd, a black man who was killed in Minneapolis police custody last week.",0
Lebanese citizens from across sectarian divides came together in a rare display in unity late last year after proposed tax hikes enraged an already struggling populace.,1
Left unsaid is that Obamacare — through its myriad of reporting mandates such as cumbersome electronic health records — is largely responsible for this paperwork burden. ,1
"Leftist media and the technocratic elite who run the dominant institutions of our culture push a narrative of America in which conservatives are racist, sexist, authoritarian ignoramuses, while liberals are noble, virtuous, and intellectually superior citizen-scholars.",1
"Left-wing Christians declare that the real way to end abortion is to make abortion unnecessary, and the only way to do that is by establishing a generous cradle-to-grave welfare state.",1
"Lefty corporate financial muscle can be deployed against gun and ammunition manufacturers, making it hard for them to stay in business. ",1
"Legal experts have said the Trump litigation stands little chance of altering the election’s outcome, and election officials of both parties have said there is no evidence of major irregularities.",0
"Legions of 'trainers' holding up 'White Fragility' are indoctrinating government agencies, corporate workforces, and schools.",1
Legions of white people are kneeling to ask forgiveness for something they had no part of.,1
Leonhardt’s column in the New York Times provides more evidence that elite Americans are so enamored of immigration and diversity that they would throw the college graduate class under the bus rather than give up their visions of ruling over a chaotic and fractured “diverse” society.,1
"Lesbian, gay, bisexual and transgender (LGBT) people have long suffered discrimination in Muslim-majority Malaysia.",0
Lesh pins the blame mainly on the statist bureaucracy mentality of Public Health England (PHE).,1
"Less-organized migrants, tighter immigration control by Guatemalan authorities and the presence of U.S. advisers have reduced the likelihood that the hundreds of migrants who departed Honduras will form anything like the cohesive procession the term “caravan” now conjures.",0
"Let’s be clear what is happening here. Under the pretext of protesting the killing of a black man by a white police officer in Minneapolis, hard-left terror cells across the West are taking to the streets and fomenting chaos and violence with a view to overthrowing Western civilisation.",1
Letters from GOP members of Congress and national pro-life leaders to the White House and the Food and Drug Administration (FDA) last week asserted Democrats are attempting to exploit the coronavirus pandemic for the purpose of advancing their party’s pro-abortion agenda.,1
Lexington’s Bishop John Stowe is admonishing Covington Catholic students insisting that the teens can’t claim to be “pro-life” while supporting a president who “denigrates” immigrants and refugees.,1
"LGBTQ activists Garden State Equality and abortion business Planned Parenthood announced in a joint statement Wednesday they are pleased their recommended public school sex ed standards, modeled after the National Sexuality Education Standards for grades K-12, were approved.",1
LGBTQ health experts said Always's decision to remove the female signs from its products is an ostensibly small change that may have significant consequences for trans and nonbinary people.,0
Libby Emmons joins host Ben Domenech to discuss her son’s experience in the New York City public school system and how it pushes the left’s narrative of systemic racism and white privilege.,1
"Liberal economist and New York Times opinion writer Paul Krugman, in a scathing column this week, warns that extreme events like the wildfires that have been devastating Australia are a preview of things to come — and he stresses that right-wing politicians who deny the reality of climate change are as great a threat as the events themselves.",1
"Liberals, sadly, were not prepared to let whiteness remain Times New Roman. They poked and they prodded, and eventually got the resentful backlash they were provoking.",1
Lightfoot stressed her belief that the election of Joe Biden to the White House is key to securing these and other controls for Chicago and the rest of the country.,0
"Like Donald Trump, Griffin's an obvious coward who wants to push violent rhetoric but isn't willing to face the consequences for doing so. ",1
"Like legions of other first-time buyers who are contributing to record sales for the U.S. gun industry this year, Garland’s decision to take up arms is driven in part by disturbing news about the coronavirus pandemic, social unrest over police killings of Black people and a potentially contested election that many fear could spark violence.",0
"Like many Americans also crippled by student loans, Brewster’s been making sacrifices since she graduated: She put off her wedding for two years and once she and her husband, Ryan, finally got married in November 2018, they decided they couldn’t afford a honeymoon.",1
"Like many left-wing entertainer elites, Eilish has also been vocal about attacking President Trump and anyone who would vote for him.",1
"Like many Never Trump screeds, Will’s criticisms are cloaked around the Republican party. His real issue, however, is with Trump voters. He blames the party for nominating Trump and stocking Congress with “invertebrates whose unswerving abjectness has enabled his institutional vandalism…” But if pro-Trump Congressmen are “invertebrates,” what does that make the Americans who voted for them?",1
"Like other autocrats and de facto crime bosses, Trump rewards his servants' loyalty to further cement his control over them.",1
"Like the costly and controversial Green New Deal, which Booker co-sponsored in the form of a Senate resolution, Booker’s plan aims to address both climate change and economic inequality.",1
"Like the Roman Empire in its decline, the United States is now vomiting up grotesque spectacles.",1
"Likewise, Pelosi’s HEROES Act would provide business with a neverending flood of cheap, illegal foreign labor that they would be legally allowed to hire over the roughly 36.5 million Americans who are jobless due to the crisis.",1
"Lisa Nandy, the Member of Parliament for Wigan and one of the three remaining candidates in the Labour leadership race, said that men who identify as women, like convicted child rapist Christopher Worton, who now identifies as Zoe Lynes, should be able to be transferred into female prisons.",0
"Local health officer Dr Rosana Salvaterra appeared to co-sign the demonstration, praising activists for wearing masks and claiming they obeyed social distancing protocols — although footage of the event strongly suggests that is not strictly accurate.",1
"Loeffler blamed leftist media, especially the Daily Beast, for perpetuating narratives that she might have violated statutes against insider trading. She continued, noting that the media created the narrative against her because, like President Donald Trump, she is a political outsider.",1
Logging and mining operations have accelerated their destruction of sizable patches of the Amazon rainforest during the coronavirus pandemic.,0
"London police will crackdown on illegal street parties after officers came under attack for the second night running as they tried to disperse an unauthorised gathering, the capital’s police chief said on Friday.",0
Long argued the hypocrisy of woke white women demanding change for women and transgenders has moved the political conversation far away from the original discussion of police brutality and racial equality.,1
"Long before becoming president, Donald Trump was already acting as if he were the head of a lynch mob.",1
"Long-simmering tensions between Japan and South Korea exploded at the beginning of July, when Japan imposed restrictions on the export of chemicals crucial to electronics manufacturing to South Korea. ",1
"Looking around the United States, there is never enough welfare for the left to stop killing developing humans in utero—solidly Democratic states lead the nation in abortion rates. ",1
"Lots of People Don’t Like Being Injected with Mystery Substances, Study Finds",1
Lots of politicians and critics across the board have attacked the Green New Deal proposed last week by freshman Democrats Rep. Alexandria Ocasio-Cortez of New York and Sen. Ed Markey of Massachusetts.,1
"Mack’s organization—which has a long history of association with the Bundys—claims that the U.S. constitution grants sheriffs, and not federal or state officers, powers as the supreme law of the land. ",1
"Mafia exploitation of immigrants on farms in Italy is likely to rise as the coronavirus lockdown brings chronic labor shortages, the government and labor rights groups have warned.",0
Mainstream media outlets continue to print false and defamatory descriptions of Breitbart News in a nakedly political effort to marginalize a growing competitor.,1
"Major League Baseball is using its financial muscle to support the U.S. women's softball team, which already is assured a spot in the Tokyo Olympics while the American men's baseball team struggles to qualify.",1
Major talks between the United States and the European Union to establish a shared tax framework for multinational companies broke down on the issue of seeking to secure an agreement on digital taxation. ,0
"Major U.S. airlines warned on Wednesday that travel demand will continue to languish until there is a widespread COVID-19 vaccine, while awaiting developments in Washington on additional federal aid.",0
"Making life worse for black people is not a bug in the Democrat Party, it’s a feature.",1
"Malaysia’s health ministry called on Thursday for mass gatherings to be postponed after at least 12 coronavirus cases were linked to a three-day religious event in the capital attended by some 10,000 people from several countries.",0
"Male and female are the two sexes — but transgender advocates now claim more than 50 “genders” — including agender, bigender, gender fluid, gender non-conforming, genderqueer, intersex, two-spirit, etc, plus “cis-gender” for the 99+ percent of people who are normal, non-transgender people.",1
"Malinowski, a Democrat representing New Jersey’s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.",0
Man asking white woman to kneel and apologize is not a representative of Black Lives Matter,0
Manchester City manager Pep Guardiola said white people should apologise for the treatment of black people on a night when Premier League players wore the slogan “Black Lives Matter” on their shirts.,0
Manhattan District Attorney Cy Vance Jr. announced a policy change regarding people arrested at Black Lives Matter protests on charges of unlawful assembly and disorderly conduct.,0
Many are mocking the president’s astonishing lack of understanding about even the most basic concepts of vaccines and how drug tests on them are performed.,1
"Many Chicagoans vehemently oppose President Donald Trump’s pledge to send federal officers to the third-largest U.S. city, after seeing camouflaged agents deployed in Portland club and tear-gas anti-racism protesters.",1
"Many conservatives came to Hawley’s defense, slamming Tapper’s attack on the Missouri senator.",1
Many critics point to the most obvious flaw in MMT: that it would simply push the federal deficit and the national debt — already skyrocketing — to further and further extremes.,0
Many Democratic congressional candidates in 2018 attacked Republican opponents for bowing to the gun lobby.,1
Many Democratic voters have said they believe that sexism does makes it harder for women to win than for men.,0
Many Democrats are exploiting the coronavirus pandemic to launch a full-bore push for socialism—making the socialist rhetoric of the early Democratic presidential debates look tepid by comparison.,1
Many forget the BLM platform is antisemitic.,1
Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ,0
Many members of the LGBTQ community are not open about their sexual orientation.,0
"Many monuments of historical figures have been boarded up as anti-racism protesters taking to the streets following the death of African-American George Floyd, have put statues at the forefront of their challenge to Britain’s imperialist past.",0
"Many now support a defunding of the police as they march for justice after the death of George Floyd, and prison abolition goes hand in hand with that demand, said James Kilgore, a researcher and activist who was formerly in prison.",0
"Many of the biggest digital platforms are under political pressure over how they police their sites, heightened by widespread protests spurred by the killing of George Floyd and other issues of police brutality.",0
Many of the U.S. Border Patrol agents on the front lines of the U.S. effort to secure the southern border with Mexico bristle at what they see as public misconceptions and media mischaracterization of their work.,0
Many people have sought to fetishise Britain’s health bureaucracy as the nation’s saviour during this crisis.,1
"Many people in politics and media are still not used to female power, and Pelosi’s novel position, while creating some pointless problems for her, also gives her some surprising advantages.",1
"Many pointed out at the time of the Park Police’s first statement denying use of “tear gas” was obviously misleading. But Trump and his right-wing defenders jumped on it. Most prominently, Federalist writer Mollie Hemingway wrote a piece, shared by the president, accusing the media of falsely reporting that tear gas was used, even though the crowd was exposed to gases and compounds that clearly caused tears and severe irritation.",1
"Marcus Books in Oakland, California, has served the black community in the Bay Area with books by and about African Americans for the past 60 years.",0
"Marianne Williamson, the self-help guru who warned of the “dark psychic force” unleashed by Republican President Donald Trump, suspended her quixotic outsider campaign for the 2020 Democratic presidential nomination on Friday.",1
Marriage is a sacred institution between a man and a woman.,0
"Marshae Jones, 27, was arrested and indicted on the count of manslaughter for failing to remove herself from harm's way in a shooting last year that caused the death of her unborn child.",0
"Mason Lowe — described as a beloved professional bull rider and a star in the sport — was competing in an event in Colorado on Tuesday night when he was knocked off a bull who then stomped on his chest, killing him, officials and witnesses said.",0
"Matters worsened for him when COVID-19 hit the United States and exposed him not just as a divisive buffoon, but a cynically incompetent one. The Administration delayed its response, worried that any action they took would hurt the stock market and erode Trump’s last remaining electoral strength.",1
may,0
"Maybe people shouldn’t be surprised that a predatory abortion business profiting from such deaths isn’t doing enough to make sure women’s future fertility survives a visit to an abortionist, fighting common-sense laws for informed consent.",1
Maynor’s story underscores a harsh reality: Youth sports is a multi-billion dollar industry in the U.S. and not every kid has the chance to participate.,0
McSally's campaign defended her claim saying that she's supporting a bill from North Carolina Republican Sen. Thom Tillis (who has his own reelection concerns) called the Protect Act. ,0
"Meanwhile, a pervasive celebrity culture — in which celebrities are considered trusted “experts” solely because of their fame — has poisoned the idea of what constitutes expertise.",1
"Meanwhile, Americans and foreigners scrambled to work out what it meant for their plans to travel to the U.S. Others questioned the logic of Trump's move and whether it would actually help the effort to slow the spread of the contagion.",0
"Meanwhile, Britain’s police forces are notorious for focusing on matters of policing hate speech rather than violent crime, particularly with regard to Muslim grooming gangs.",1
"Meanwhile, lawmakers in several states ― including Louisiana ― are actively attempting to block abortions at six weeks of pregnancy, making the added wait time that comes with an admitting privileges law even more damaging to reproductive rights.",0
"Meanwhile, the California Democrat claimed the Heroes Act is “disciplined, focused, necessary.”",1
"Meanwhile, Thunberg first made headlines when her Fridays for Future campaign went global in the last few months. At a U.N. climate conference in September, she repeatedly scolded world leaders, asking, “How dare you?”",0
"Meanwhile, uneven enforcement across the platform means a person or page may be disciplined or banned while a related group continues to operate.",0
"Meanwhile, white supremacist propaganda distribution nearly tripled from 2017 to 2018, according to the ADL, which also documented a rise in racist rallies and demonstrations.",0
"Measles is so contagious that 90 percent of unvaccinated people who come in contact with an infected person will get the virus, according to the Centers for Disease Control and Prevention.",0
Medically unnecessary laws regulating abortion have been exposed as dishonest attempts to close clinics.,1
Meet the shadowy accountants who do Trump’s taxes and help him seem richer than he is,1
Members of President Donald Trump’s coronavirus task force briefed reporters Tuesday on the successful efforts toward containing the coronavirus but warned that it would likely become a global pandemic.,0
Members of the German Green Party have proposed that so-called “climate refugees” should be allowed to move to the country and receive a German passport upon their arrival.,0
"Members of the House of Representatives tax committee also pointed to other segments of Cohen’s testimony as topics likely to draw further scrutiny, including claims that Trump deflated the value of his properties to lower his tax bill and called the government “stupid” for giving him a $10 million tax refund in 2008.",1
"Memories of smashed windows, stolen merchandise and stores set ablaze is fresh in the minds of business owners in major U.S. cities including New York, Los Angeles and Portland, where aggressors damaged buildings under the cover of peaceful demonstrations sparked by the May 25 police killing of George Floyd, a Black man.",1
"Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, demonizing sports like football does more harm to American children than good.",0
"Mexico on Monday detailed plans to withhold tax from drivers for ride-hailing and food delivery firms such as Uber Technologies Inc and Rappi, but China’s Didi said it would not take part in the arrangement, sparking friction within the industry.",0
"Mexico said on Monday it would reject a U.S. idea to take in all Central American asylum seekers if it is raised at talks this week with the Trump administration, which has threatened to impose tariffs if Mexico does not crack down on illegal immigration.",0
Miami recently declared a climate emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms.,0
Michael Kranish of the Washington Post also published a lengthy article detailing Bloomberg’s verbal diarrhea when it came to expressing his uglier views on women. ,1
"Michael Mann, arguably the world’s no. 1 climate alarmist, does not explain how it was possible for him to witness climate change “first hand,” which would be difficult to do, since by definition climate change — unlike weather — takes place over long periods of time.",0
"Michael Mann, arguably the world’s no. 1 climate alarmist, goes on to make proclamations that only a publication as ideologically compromised as the Guardian would think to publish.",1
"Michelle Williams won a Golden Globe for her role in ""Fosse/Verdon"" on Sunday night, but perhaps her biggest moment came during her acceptance speech when she defended abortion rights and encouraged women to vote ""in your own self-interest.""",0
"Microsoft Corp MSFT.O on Tuesday set a five-year diversity goal to address racial inequality at its offices, following protests over police brutality against African Americans in the United States.",0
"Microsoft has announced an ambitious effort to make voting secure, verifiable and subject to reliable audits by registering ballots in encrypted form so they can be accurately and independently tracked long after they are cast.",0
"Middle-class exodus: From 2007 to 2016, California lost a net million residents — some 2.5% of its population (which still grows due to births and immigration). ",1
Migrants in the United States sent about $103 billion in mostly untaxed remittances to six foreign countries last year — including about $19 billion to China.,0
Mike Pompeo is the real Iran war hawk: An evangelical Christian and hardline neocon has quietly become a dangerous power player,1
"Military ships and aircraft have been deployed to coastal communities in southeastern Australia cut off by raging wildfires that have raced towards the coast, trapping thousands as the death toll from the apocalyptic blazes continues to grow.",0
Miller is considered the “architect” of the Trump administration’s most cruel policy—separating parents from their young children after they crossed the U.S.-Mexico border.,1
"Miller is the architect of President Donald Trump's hardline immigration policies that have separated children from parents, forced people seeking asylum in the U.S. to wait in Mexico under squalid conditions, instituted the Muslim ban and poured money from the military into border wall construction.",1
Millions of Americans are counting on a COVID-19 vaccine to curb the global pandemic and return life to normal.,0
"Millions of Americans have been demonstrating against police brutality and racial inequality since the May 25 killing of George Floyd, a 46-year-old Black man who died after a white Minneapolis police officer knelt on his neck for nearly nine minutes.",0
"Minhaj, who used to appear on “The Daily Show” before getting his own Netflix series, “Patriot Act,” last year, aired an episode in February in which he broke down the often confusing but debilitating problem of crushing student loan debt in the United States.",1
"Mississippi’s Republican governor signed one of America’s strictest abortion bills on Thursday banning women from obtaining an abortion once a fetal heartbeat is detected, which can often occur before a woman even realizes she is pregnant.",0
"Missouri State Auditor Nicole Galloway, who is running for governor, is accused of potentially misusing Missourians’ taxpayer dollars to her advance her political career.",0
